Country Name,Country Code,Series Name,Series Code,2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
"Congo, Dem. Rep.",COD,GDP per capita,NY.GDP.PCAP.KD,306.7181759,315.4588336,324.2420875,322.6204891,334.2317394,345.4812198,357.8164082,375.4442663,397.5820234,411.279136,407.5637142
"Congo, Dem. Rep.",COD,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,605.8631667,623.1286665,640.4783066,637.2751488,660.2109558,682.4321554,706.7979638,741.6184302,785.3473407,812.4033701,805.0642641
"Congo, Rep.",COG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.235997013,-1.58222275,5.572233235,7.468942484,8.751601459,3.420665681,3.799971313,3.440705249,6.779916158,2.646485877,-2.800018788
"Congo, Rep.",COG,GDP per capita,NY.GDP.PCAP.KD,2573.509881,2447.511634,2496.502308,2595.748499,2737.34233,2751.91068,2782.111882,2806.347432,2922.973185,2925.527748,2771.397345
"Congo, Rep.",COG,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,4875.937296,4637.212916,4730.033797,4918.072012,5186.344788,5213.946921,5271.16806,5317.086292,5538.052941,5542.892982,5250.867608
Costa Rica,CRI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.237732806,8.167896352,4.649598233,-0.970548313,4.951863844,4.30710166,4.796919919,2.2690274,3.515338564,3.631690989,4.156361507
Costa Rica,CRI,GDP per capita,NY.GDP.PCAP.KD,7351.860868,7841.92586,8095.309726,7911.7952,8199.414621,8449.962612,8753.225624,8852.401121,9065.026452,9296.002107,9583.860889
Costa Rica,CRI,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,11656.21429,12433.2016,12834.93616,12543.9779,12999.99219,13397.23054,13878.0474,14035.28798,14372.40078,14738.60762,15195.00141
Cote d'Ivoire,CIV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.515842364,1.765036784,2.542841476,3.251453719,2.017638592,-4.387254788,10.7065041,8.889421302,8.79407739,8.842865442,8.342113096
Cote d'Ivoire,CIV,GDP per capita,NY.GDP.PCAP.KD,1210.668211,1207.087189,1211.623843,1223.510617,1219.749096,1138.664957,1229.7782,1305.709227,1384.910349,1469.730178,1552.861013
Cote d'Ivoire,CIV,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,2670.229356,2662.331114,2672.337082,2698.554349,2690.258002,2511.420195,2712.378026,2879.850217,3054.534874,3241.612056,3424.964021
Croatia,HRV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.785260833,5.150004954,2.053365523,-7.383783013,-1.420441324,-0.32596709,-2.244694661,-0.648034654,-0.096176262,2.347349627,3.165417824
Croatia,HRV,GDP per capita,NY.GDP.PCAP.KD,13753.79057,14475.15214,14777.35013,13703.00181,13542.90183,13931.2814,13660.25631,13609.58431,13651.99247,14088.0751,14635.88001
Croatia,HRV,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,20486.07327,21560.53096,22010.65051,20410.42415,20171.95753,20750.44332,20346.75535,20271.28013,20334.44647,20983.98528,21799.93281
Cuba,CUB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,12.06586298,7.262136966,4.116828042,1.451305431,2.390352297,2.802300836,3.014900289,2.747602563,1.047576632,4.438333589,..
Cuba,CUB,GDP per capita,NY.GDP.PCAP.KD,4908.879332,5261.896726,5475.581071,5550.705973,5676.141403,5824.103628,5985.201531,6133.473727,6182.773703,6444.980113,..
Cuba,CUB,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..
Cyprus,CYP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.51018332,4.820710541,3.863966058,-1.772450751,1.317777804,0.321196,-3.058274021,-5.933958448,-1.403767772,1.97906359,3.396787702
Cyprus,CYP,GDP per capita,NY.GDP.PCAP.KD,31415.82316,32236.59055,32651.90559,31223.62178,30818.46396,30138.59351,28775.07467,27130.56836,27045.76793,27738.50325,28448.82236
Cyprus,CYP,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,34599.02451,35502.95597,35960.35272,34387.34837,33941.13802,33192.37985,31690.70277,29879.56721,29786.17439,30549.10097,31331.393
Czech Republic,CZE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.853522334,5.602643685,2.682282724,-4.802572091,2.273420052,1.777833187,-0.799844281,-0.483671041,2.715116132,5.309238519,2.59332602
Czech Republic,CZE,GDP per capita,NY.GDP.PCAP.KD,19193.75482,20151.17812,20520.77996,19424.27306,19808.07109,20118.58781,19929.76407,19826.79194,20343.68375,21381.70308,21894.11265
Czech Republic,CZE,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,27473.62712,28844.06719,29373.10923,27803.58716,28352.9494,28797.41796,28527.13873,28379.74612,29119.61661,30605.42052,31338.87521
Denmark,DNK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.912980152,0.909252996,-0.512025222,-4.906525558,1.870992639,1.336774667,0.226468476,0.933349282,1.619374971,1.606608994,1.964077129
Denmark,DNK,GDP per capita,NY.GDP.PCAP.KD,60892.76661,61174.54515,60504.7753,57229.05164,58041.41122,58575.61892,58487.78637,58788.08179,59437.9339,59967.74282,60670.23721
Denmark,DNK,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,46159.91374,46373.51666,45865.79596,43382.62546,43998.43667,44403.39415,44336.81246,44564.45216,45057.07417,45458.69715,45991.22478
Djibouti,DJI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,8.920584625,9.683798116,8.722260061
Djibouti,DJI,GDP per capita,NY.GDP.PCAP.KD,..,..,..,..,1325.990724,..,..,..,..,..,..
Djibouti,DJI,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,..,..,..,..,..,2705.405589,..,..,..,..,..
Dominica,DMA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.9296875,6.321005693,7.120741901,-1.169757154,0.672542759,-0.231011331,-1.073508102,-0.60763179,4.427687542,-2.543734679,2.638450556
Dominica,DMA,GDP per capita,NY.GDP.PCAP.KD,6154.642176,6530.488651,6983.303106,6886.596951,6912.435714,6869.734475,6765.235391,6691.06428,6951.032398,6738.661245,6880.625795
Dominica,DMA,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,9080.261433,9634.767146,10302.8277,10160.15211,10198.27337,10135.27403,9981.101135,9871.672665,10255.21705,9941.894925,10151.34256
Dominican Republic,DOM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,9.174355406,7.415951715,3.209504262,0.946155168,8.33965106,3.133423003,2.717367897,4.875205093,7.636031824,7.033371069,6.612208223
Dominican Republic,DOM,GDP per capita,NY.GDP.PCAP.KD,4751.041363,5031.953697,5122.22509,5101.216752,5453.926861,5552.395627,5631.468069,5833.435171,6203.725971,6562.767094,6917.604944
Dominican Republic,DOM,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,9697.823176,10271.22129,10455.48321,10412.601,11132.55269,11333.54709,11494.94971,11907.20486,12663.04225,13395.9168,14120.21164
Ecuador,ECU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.403526434,2.190063972,6.3571306,0.566491592,3.525298669,7.868140919,5.641962067,4.946511267,3.788868549,0.098872608,-1.576379183
Ecuador,ECU,GDP per capita,NY.GDP.PCAP.KD,4400.859602,4421.902428,4624.196579,4573.247084,4657.302361,4943.422704,5140.262907,5311.212121,5428.714031,5352.876457,5191.09956
Ecuador,ECU,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,8837.380686,8879.636854,9285.864407,9183.552558,9352.344237,9926.903441,10322.1789,10665.46258,10901.41856,10749.12887,10424.26415
"Egypt, Arab Rep.",EGY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.853907786,7.090271001,7.157616776,4.673844855,5.14510637,1.779594033,2.215608782,2.185466054,2.91591188,4.372019078,4.346643456
"Egypt, Arab Rep.",EGY,GDP per capita,NY.GDP.PCAP.KD,2217.39483,2333.467313,2456.731426,2524.432444,2602.479549,2593.596902,2593.226466,2591.059451,2608.375197,2665.351614,2725.675733
"Egypt, Arab Rep.",EGY,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,8398.874535,8838.524796,9305.414955,9561.847569,9857.468282,9823.823287,9822.420181,9814.21213,9879.799359,10095.61017,10324.10114
El Salvador,SLV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.342895377,1.860579145,2.127225069,-2.08339422,2.106213123,3.811814778,2.81407469,2.375194341,1.979256733,2.377628955,2.580577366
El Salvador,SLV,GDP per capita,NY.GDP.PCAP.KD,2928.674638,2969.926378,3019.78719,2943.876855,2992.545274,3092.601934,3164.968873,3224.835391,3272.74025,3333.946211,3402.600861
El Salvador,SLV,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,6166.296376,6253.15152,6358.132981,6198.304499,6300.775388,6511.443727,6663.811622,6789.860003,6890.723224,7019.591789,7164.143497
Equatorial Guinea,GNQ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.704917607,15.28211392,17.79910913,1.343356288,-8.924175889,6.52392363,8.312871844,-4.133192499,0.415061836,-9.089058793,-8.57588213
Equatorial Guinea,GNQ,GDP per capita,NY.GDP.PCAP.KD,16413.54041,18075.17676,20333.94044,19684.69701,17136.44568,17461.55192,18106.33666,16634.76767,16028.24954,14001.59913,12317.71423
Equatorial Guinea,GNQ,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,32300.73714,35570.72507,40015.81919,38738.15203,33723.3658,34363.15291,35632.04564,32736.09743,31542.51077,27554.19987,24240.4283
Eritrea,ERI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.969216929,1.42682206,-9.783030037,3.87650156,2.194190545,8.679799936,..,..,..,..,..
Eritrea,ERI,GDP per capita,NY.GDP.PCAP.KD,535.9296731,532.2314773,471.1666248,480.608925,482.1490904,514.1795982,..,..,..,..,..
Eritrea,ERI,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,1574.352158,1563.488302,1384.103605,1411.841397,1416.365802,1510.458929,..,..,..,..,..
Estonia,EST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,10.27188409,7.748192368,-5.41945589,-14.72440391,2.259075894,7.597300209,4.307258988,1.936543444,2.890710968,1.674286623,2.063262785
Estonia,EST,GDP per capita,NY.GDP.PCAP.KD,16285.00672,17627.02972,16716.50316,14282.6035,14638.60482,15798.63278,16538.2126,16918.58711,17453.36713,17733.95766,18094.5873
Estonia,EST,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,25298.64605,27383.46956,25968.97281,22187.9264,22740.972,24543.06747,25691.99964,26282.90884,27113.68592,27549.58137,28109.81704
Eswatini,SWZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.992166838,4.435375577,0.821663914,1.565048852,3.793754968,2.247229761,4.71815574,6.420804855,1.931010027,0.391128861,1.368694073
Eswatini,SWZ,GDP per capita,NY.GDP.PCAP.KD,3568.857276,3668.480734,3633.315589,3622.112,3690.239228,3704.140658,3807.741321,3977.976427,3980.774448,3923.88968,3906.261878
Eswatini,SWZ,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,7056.509128,7253.489219,7183.959074,7161.806823,7296.511119,7323.997665,7528.841673,7865.438371,7870.970748,7758.495563,7723.641059
Ethiopia,ETH,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,10.83472707,11.456167,10.78852168,8.802553202,12.55053834,11.17829624,8.647811635,10.58227004,10.25749296,10.39246302,7.56176669
Ethiopia,ETH,GDP per capita,NY.GDP.PCAP.KD,251.0560465,272.391198,293.8533133,311.3677438,341.3099092,369.58442,391.1317953,421.3841357,452.7782361,487.2900106,511.1874265
Ethiopia,ETH,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,789.8703701,856.9948399,924.518762,979.6225122,1073.826295,1162.783317,1230.575484,1325.755137,1424.526984,1533.107632,1608.293476
Fiji,FJI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.852483092,-0.850653535,1.032794215,-1.386037485,2.954672074,2.705142971,1.411313661,4.734220415,5.603514517,3.844407023,0.380003448
Fiji,FJI,GDP per capita,NY.GDP.PCAP.KD,3732.003475,3667.452541,3667.860843,3580.397019,3651.966784,3719.88948,3744.277109,3894.262538,4084.199787,4211.058878,4195.968096
Fiji,FJI,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,7513.217106,7383.264069,7384.086057,7208.005111,7352.08836,7488.829381,7537.926213,7839.874778,8222.253784,8477.64473,8447.264179
Finland,FIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.055197444,5.184800809,0.720668487,-8.269036558,2.992337502,2.570817745,-1.42618936,-0.758036295,-0.631728091,0.135082255,2.135381815
Finland,FIN,GDP per capita,NY.GDP.PCAP.KD,47011.6576,49239.19396,49363.6972,45065.75349,46202.41516,47171.02206,46277.55628,45715.64682,45239.3688,45151.51216,45983.31333
Finland,FIN,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,40546.08073,42467.261,42574.64114,38867.79945,39848.1345,40683.52758,39912.94136,39428.31206,39017.53721,38941.7636,39659.16604
France,FRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.3749469,2.361498874,0.195294767,-2.941341058,1.965657376,2.079229174,0.182693034,0.576241546,0.947586472,1.067461647,1.187650381
France,FRA,GDP per capita,NY.GDP.PCAP.KD,40922.08323,41630.09374,41478.93741,40052.30512,40638.334,41283.1481,41158.88498,41183.51096,41374.76125,41642.31043,41968.98157
France,FRA,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,37113.18341,37755.29451,37618.20734,36324.36154,36855.84468,37440.64149,37327.9444,37350.27827,37523.72758,37766.37411,38062.63973
Gabon,GAB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.806595061,6.008115742,-3.308420376,0.13033198,7.088692053,7.092010328,5.252365931,5.638928732,4.313995325,3.879257595,2.082380316
Gabon,GAB,GDP per capita,NY.GDP.PCAP.KD,9041.80329,9299.59729,8715.581649,8450.06088,8754.142234,9060.714284,9212.456854,9408.19444,9508.284586,9598.441252,9552.783534
Gabon,GAB,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,15860.37563,16312.57632,15288.14489,14822.39055,15355.78465,15893.54772,16159.72185,16503.06836,16678.63813,16836.78342,16756.69447
"Gambia, The",GMB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.124099702,3.631025533,5.734641946,6.449695858,6.526297452,-4.295121773,5.599761222,4.788921982,0.900000083,4.299999773,2.216333663
"Gambia, The",GMB,GDP per capita,NY.GDP.PCAP.KD,513.7555114,515.773111,528.3727915,544.9597908,562.4837817,521.6127037,533.7780443,542.1330888,530.3188534,536.414127,531.9194059
"Gambia, The",GMB,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,1501.800772,1507.698583,1544.52974,1593.016555,1644.242366,1524.768774,1560.330276,1584.753591,1550.218432,1568.036025,1554.897138
Georgia,GEO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,9.383276297,12.34399988,2.314047429,-3.650101341,6.24941822,7.22152322,6.350482702,3.387043755,4.62333166,2.880318509,2.848973396
Georgia,GEO,GDP per capita,NY.GDP.PCAP.KD,2391.414647,2722.151531,2821.080743,2753.639266,2964.477034,3220.391348,3469.671701,3633.740883,3851.723415,3973.219348,4083.998158
Georgia,GEO,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,5432.077541,6183.343492,6408.060335,6254.867608,6733.783761,7315.090898,7881.329048,8254.010766,8749.156189,9025.133143,9276.766245
Germany,DEU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.700159572,3.260535297,1.082315404,-5.618860435,4.079933305,3.660000155,0.491992829,0.489584482,1.92969041,1.743205394,1.943625428
Germany,DEU,GDP per capita,NY.GDP.PCAP.KD,40456.85738,41831.86709,42365.0975,40086.10476,41785.55691,44125.33141,44259.25991,44354.73689,45022.56535,45412.55681,45923.00757
Germany,DEU,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,39143.16624,40473.52745,40989.44311,38784.45248,40428.72103,42692.51976,42822.0994,42914.47611,43560.61924,43937.94713,44431.82284
Ghana,GHA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.399912419,4.346819153,9.149799094,4.844486889,7.899711912,14.04712365,9.292789414,7.312525021,3.985865624,3.837040864,3.721902905
Ghana,GHA,GDP per capita,NY.GDP.PCAP.KD,1129.253484,1147.880699,1220.728366,1247.463066,1312.607557,1460.660022,1558.4759,1633.514247,1659.796675,1684.727578,1708.779918
Ghana,GHA,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,2632.027828,2675.443544,2845.234552,2907.546933,3059.383626,3404.459566,3632.44568,3807.342653,3868.600894,3926.709045,3982.769467
Greece,GRC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.65243372,3.273746857,-0.335172557,-4.300733667,-5.479037108,-9.132494153,-7.300493935,-3.241425025,0.739777123,-0.290902297,-0.244314741
Greece,GRC,GDP per capita,NY.GDP.PCAP.KD,29176.39287,30054.88939,29874.74345,28514.81009,26917.75898,24495.71113,22830.52678,22251.25729,22565.68048,22648.76988,22687.60033
Greece,GRC,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,31136.44696,32073.9604,31881.71235,30430.41942,28726.07928,26141.31959,24364.26906,23746.08457,24081.63054,24170.30184,24211.74089
Greenland,GRL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.555694901,2.352437981,6.166132702,0.865952329,1.735825059,-0.496519392,1.39419336,-1.694664658,5.312726049,0.31010915,7.662998895
Greenland,GRL,GDP per capita,NY.GDP.PCAP.KD,39539.91571,40626.78143,43305.70276,43684.5872,43988.33249,43781.46256,44454.37355,43954.02161,46443.76342,46738.06226,50255.117
Greenland,GRL,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-3.992680103,6.122910261,0.949050949,-6.613908956,-0.511266454,0.764825341,-1.155295176,2.352300913,7.34314562,6.437965461,3.683789093
Grenada,GRD,GDP per capita,NY.GDP.PCAP.KD,7501.842152,7936.041405,7984.841525,7430.563894,7365.666659,7393.888306,7280.33653,7421.478541,7932.668259,8406.774831,8676.339196
Grenada,GRD,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,11384.65713,12043.5899,12117.64806,11276.48656,11177.99972,11220.82837,11048.50429,11262.6988,12038.47087,12757.96625,13167.05216
Guam,GUM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-3.828642384,0.81773187,1.728922092,0.314729333,2.091612633,0.12292563,2.025782689,1.845166466,1.555730603,0.484777972,0.347356233
Guam,GUM,GDP per capita,NY.GDP.PCAP.KD,29375.27625,29576.89604,30054.20285,30111.6816,30700.43401,30693.12748,31257.15694,31754.10786,32129.515,32119.65208,32013.76938
Guam,GUM,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..
Guatemala,GTM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.379776769,6.304056515,3.281152283,0.52567459,2.869902893,4.161945918,2.970025412,3.697177338,4.174400627,4.140044358,3.092487959
Guatemala,GTM,GDP per capita,NY.GDP.PCAP.KD,2717.763497,2825.138099,2854.071962,2806.980441,2825.52407,2880.414655,2903.397849,2947.972105,3007.900213,3069.043518,3100.981325
Guatemala,GTM,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,6458.000891,6713.146445,6781.899637,6669.999875,6714.063596,6844.49564,6899.108739,7005.026928,7147.429228,7292.719104,7368.610322
Guinea,GIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.180140446,6.827474427,4.136616153,-1.117638595,4.820715414,5.612104279,5.916911732,3.934784025,3.707451613,3.81494989,10.45410582
Guinea,GIN,GDP per capita,NY.GDP.PCAP.KD,613.7058494,641.6265414,653.5133962,631.923179,647.8032029,669.2170734,693.3391048,704.6831193,714.1632754,723.8703088,779.9110761
Guinea,GIN,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,1490.720855,1558.541551,1587.41529,1534.97162,1573.544958,1625.560273,1684.153841,1711.708994,1734.736747,1758.315595,1894.441299
Guinea-Bissau,GNB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.309357995,3.262955463,3.203567303,3.368974948,4.61097091,8.084779738,-1.712683013,3.25590425,0.964560752,6.134082942,6.262805645
Guinea-Bissau,GNB,GDP per capita,NY.GDP.PCAP.KD,522.5107955,527.1382798,531.2103308,535.8599938,546.7216686,576.0128028,551.6373419,554.9114947,545.8984855,564.7299549,585.1683069
Guinea-Bissau,GNB,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,1338.349987,1350.202744,1360.632824,1372.54239,1400.363293,1475.38909,1412.954212,1421.34057,1398.254806,1446.489402,1498.839838
Guyana,GUY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.129795407,7.019953223,1.976647054,3.552158264,4.138443121,5.196298129,5.276306143,5.000564991,3.846923912,3.162407787,3.316131655
Guyana,GUY,GDP per capita,NY.GDP.PCAP.KD,2576.775327,2764.050261,2824.558718,2927.327312,3044.949129,3192.295544,3342.920663,3486.980761,3595.925011,3684.923585,3783.543328
Guyana,GUY,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,4948.724479,5308.387985,5424.595121,5621.963301,5847.857255,6130.837616,6420.114762,6696.783715,6906.012309,7076.935019,7266.335285
Haiti,HTI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.2492216,3.343279015,0.843944329,3.083247688,-5.497792337,5.523737754,2.885096051,4.234052891,2.810148498,1.211218343,1.452707027
Haiti,HTI,GDP per capita,NY.GDP.PCAP.KD,693.2629969,705.3883417,700.4833324,711.24624,662.2795182,688.8433867,698.7877652,718.4204652,728.7803218,728.0632246,729.3604578
Haiti,HTI,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,1572.302435,1599.802401,1588.677968,1613.087962,1502.032711,1562.278874,1584.832466,1629.358918,1652.854803,1651.228445,1654.170537
High income,HIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.034729592,2.653290875,0.352123929,-3.42418157,2.988709108,1.883480993,1.249631763,1.394706713,2.015649346,2.338285782,1.656341386
High income,HIC,GDP per capita,NY.GDP.PCAP.KD,38370.4111,39077.71999,38889.95906,37279.85787,38137.9429,38667.75773,38911.06896,39211.17064,39752.01292,40434.34691,40858.42135
High income,HIC,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,39161.41965,39964.86773,39873.42922,38278.39009,39243.69268,39921.97995,40222.84058,40567.21749,41163.88452,41900.91825,42350.83087
Honduras,HND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.567243552,6.188327167,4.23160011,-2.43162788,3.731140344,3.835690662,4.128687749,2.791559757,3.058080562,3.840079971,3.75214891
Honduras,HND,GDP per capita,NY.GDP.PCAP.KD,1874.953449,1947.957434,1987.914083,1900.382571,1932.85829,1969.310414,2013.478306,2033.316186,2059.474909,2102.376959,2144.869367
Honduras,HND,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,3852.213734,4002.205166,4084.298699,3904.459519,3971.182994,4046.076252,4136.822058,4177.580271,4231.325067,4319.470118,4406.773532
"Hong Kong SAR, China",HKG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.032730655,6.464833407,2.127940781,-2.459049593,6.767682599,4.814687282,1.700307798,3.10148883,2.762416633,2.38784571,2.162923295
"Hong Kong SAR, China",HKG,GDP per capita,NY.GDP.PCAP.KD,29446.23689,31081.54801,31553.61323,30711.48476,32549.99823,33888.49592,34086.32123,35002.51749,35717.67916,36260.59546,36816.14986
"Hong Kong SAR, China",HKG,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,43520.46272,45937.39283,46635.08799,45390.45286,48107.70863,50085.95933,50378.33792,51732.44253,52789.42536,53591.83582,54412.92494
Hungary,HUN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.851172967,0.434761639,0.855513037,-6.59997406,0.682378151,1.661916737,-1.643779899,2.096216708,4.227733353,3.367145175,2.21318749
Hungary,HUN,GDP per capita,NY.GDP.PCAP.KD,13647.15237,13727.73483,13869.44117,12974.14418,13092.23376,13347.58402,13196.15334,13509.92425,14119.07042,14629.23503,14997.20052
Hungary,HUN,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,23353.8502,23491.74789,23734.24453,22202.15702,22404.2392,22841.21034,22582.07281,23119.01697,24161.42552,25034.45073,25664.136
Iceland,ISL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.017187436,9.428280616,1.658913746,-6.50525442,-3.605636983,1.963023975,1.319260091,4.30813787,2.200346891,4.311317806,7.481450239
Iceland,ISL,GDP per capita,NY.GDP.PCAP.KD,43703.94719,46629.65653,46529.85102,43354.76845,41851.73548,42543.14055,42875.64555,44301.75532,44775.63537,46221.93257,48995.16855
Iceland,ISL,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,40703.03606,43427.85293,43334.90052,40377.83351,38978.0056,39621.93566,39931.60936,41259.79596,41701.13727,43048.12515,45630.93817
India,IND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,9.263964759,9.801360337,3.890957062,8.479783897,10.25996306,6.6383638,5.456387552,6.386106401,7.410227605,8.154425028,7.112686097
India,IND,GDP per capita,NY.GDP.PCAP.KD,1044.89394,1130.090071,1156.932527,1237.339786,1345.770153,1416.403391,1474.967674,1550.14223,1645.326141,1758.837777,1862.430444
India,IND,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,3419.931107,3698.77749,3786.632677,4049.805115,4404.697005,4635.879137,4827.559656,5073.605489,5385.141814,5756.664665,6095.722796
Indonesia,IDN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.500951785,6.345022227,6.0137036,4.628871183,6.223854181,6.169784208,6.030050653,5.557263689,5.006668426,4.8763223,5.033279592
Indonesia,IDN,GDP per capita,NY.GDP.PCAP.KD,2621.960398,2750.615143,2876.88504,2970.044131,3113.480635,3262.748613,3415.351267,3560.10658,3692.942875,3827.550779,3974.731667
Indonesia,IDN,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,7102.11454,7450.602158,7792.629931,8044.97033,8433.497357,8837.820122,9251.175537,9643.27483,10003.08903,10367.70199,10766.37145
"Iran, Islamic Rep.",IRN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.999795262,8.155773524,0.250856553,1.007385458,5.797938302,2.645717918,-7.44455703,-0.194073471,4.60341888,-1.32064512,13.39622807
"Iran, Islamic Rep.",IRN,GDP per capita,NY.GDP.PCAP.KD,5901.641789,6311.7895,6256.877968,6247.69166,6531.92743,6622.672941,6052.516833,5964.179046,6161.103523,6007.004893,6733.9125
"Iran, Islamic Rep.",IRN,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,16211.47406,17338.12648,17187.28763,17162.05336,17942.83284,18192.1056,16625.91922,16383.26035,16924.20068,16500.90051,18497.67433
Ireland,IRL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.521667081,5.208716386,-3.935929068,-4.626771598,1.801679033,2.98490774,0.037154753,1.638845003,8.328379309,25.55726885,5.141460154
Ireland,IRL,GDP per capita,NY.GDP.PCAP.KD,52926.19962,54096.24903,50918.32904,48071.71957,48671.88829,49906.59515,49714.03073,50263.40357,54052.9549,67229.19169,69892.31565
